Author,Year,DOI,Plant.sp,Assoc.sp,Intxn.type,Assoc.type,Pop1,Pop2,Plant.Fst,Assoc.Fst,Geog.dist.km,Entry.by,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,KET,0.26820323,0.47978298,939.075472,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,KET,0.34884019,0.436491,1981.88201,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,KET,0.11753766,0.4878119,669.480861,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,KET,0.15567846,0.66224306,213.133322,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,KET,0.13135506,0.46065221,410.471973,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,KET,0.13889238,0.46006409,847.817294,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,KET,0.13773053,0.45914403,582.20367,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,KET,0.39181932,0.43042759,299.242172,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,KET,0.18821256,0.50660942,395.25544,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,KET,0.31980289,0.41533689,768.385548,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,KET,0.07075128,0.40944831,477.026335,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,KET,0.16286665,0.3936132,386.718171,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,KOZ,0.31885218,0.28112793,1843.22301,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,KOZ,0.20348855,0.24010233,1150.57466,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,KOZ,0.16619656,0.19788016,1836.51477,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,KOZ,0.35064345,0.22427754,1303.79579,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,KOZ,0.2361723,0.25012844,1328.70397,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,KOZ,0.3806261,0.26134315,1791.03989,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,KOZ,0.32952867,0.3417833,1132.0637,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,KOZ,0.27262288,0.25173466,1747.97812,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,KOZ,0.22569179,0.2433272,1774.12452,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,KOZ,0.30161711,0.25841945,906.636322,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,KOZ,0.38646786,0.22851096,1952.51293,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,KOZ,0.12237224,0.2756325,334.927615,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,KOZ,0.14899037,0.43398947,781.243559,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,KOZ,0.14684684,0.25448327,1235.11363,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,KOZ,0.13075018,0.2549336,1759.06143,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,KOZ,0.14250861,0.23552641,746.393171,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,KOZ,0.40227156,0.24827657,740.73545,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,KOZ,0.19447637,0.30255935,593.724867,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,KOZ,0.31468219,0.2201611,1614.48988,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,KOZ,0.15152918,0.25773541,1164.6646,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,KOZ,0.12350083,0.22821461,698.10828,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,KOZ,0.14658423,0.47027732,988.486399,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,KRU,0.34527476,0.37520745,1938.15167,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,KRU,0.25386609,0.33904947,1128.46166,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,KRU,0.23774698,0.31080669,1853.04509,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,KRU,0.33109592,0.32188108,1337.84461,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,KRU,0.26024851,0.34475612,1348.57203,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,KRU,0.35835274,0.33472143,1614.95258,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,KRU,0.41661794,0.40147152,1145.05719,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,KRU,0.2836232,0.35479562,1721.32085,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,KRU,0.2519328,0.37215454,1845.11937,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,KRU,0.36432967,0.35662636,976.771244,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,KRU,0.46619569,0.32831777,2080.48888,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,KRU,0.23900952,0.33316257,139.628145,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,KRU,0.239438,0.52166254,607.05463,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,KRU,0.18164326,0.34377395,1104.66292,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,KRU,0.23446219,0.29782765,1516.74184,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,KRU,0.19936714,0.38464783,719.707061,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,KRU,0.4136948,0.3454606,517.161696,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,KRU,0.20195331,0.39559136,411.537555,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,KRU,0.27677897,0.32247444,1492.22133,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,KRU,0.25736287,0.31953425,1065.44204,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,KRU,0.20419083,0.29327753,590.554897,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,KRU,0.26009037,0.53785877,795.825528,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,KRU,0.21882182,0.33716793,265.799025,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,LAU,0.32664117,0.26203356,2324.84359,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,LAU,0.22999929,0.24841907,1401.0471,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,LAU,0.20485782,0.23966756,1865.423,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,LAU,0.39349211,0.22550784,1698.01597,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,LAU,0.19966336,0.26907315,1639.24715,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,LAU,0.38821813,0.24799214,560.575648,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,LAU,0.33324699,0.34062649,1548.0938,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,LAU,0.24371955,0.24037565,1563.40503,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,LAU,0.22014885,0.24183755,2141.66301,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,LAU,0.23375091,0.26091404,1713.52755,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,LAU,0.33839005,0.23373451,2598.096,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,LAU,0.1734926,0.3018667,1464.51289,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,LAU,0.23582008,0.36793419,1057.79145,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,LAU,0.17175661,0.23141883,910.77149,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,LAU,0.21807313,0.23442791,148.08882,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,LAU,0.21133309,0.29176379,1395.88207,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,LAU,0.39718083,0.25101492,1057.90913,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,LAU,0.25453926,0.27890992,1216.57303,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,LAU,0.32279188,0.18930487,927.85931,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,LAU,0.18418015,0.21836944,1067.73937,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,LAU,0.22413303,0.24454675,1230.63491,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,LAU,0.18356076,0.42525147,847.977521,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,LAU,0.2059627,0.25463186,1798.60964,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KRU,LAU,0.30983169,0.30692833,1566.59922,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,LEM,0.39672731,0.21519528,1175.43712,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,LEM,0.26286876,0.21489576,516.891971,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,LEM,0.19702948,0.16135557,685.984273,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,LEM,0.40865666,0.19980453,664.864864,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,LEM,0.30319973,0.21955741,592.090596,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,LEM,0.41470743,0.22224385,675.868311,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,LEM,0.37634578,0.29114226,633.986749,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,LEM,0.33498971,0.19019556,385.649291,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,LEM,0.26481045,0.24235802,985.897617,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,LEM,0.35142763,0.24859702,925.092785,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,LEM,0.48755575,0.18430887,1461.81321,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,LEM,0.19393743,0.27779981,1377.68792,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,LEM,0.25966132,0.38632806,962.261686,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,LEM,0.25370784,0.22429309,473.497116,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,LEM,0.26358208,0.24677472,1285.89339,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,LEM,0.22107843,0.24431369,860.406718,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,LEM,0.54250534,0.23290819,1144.71521,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,LEM,0.30048359,0.28222529,1131.83399,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,LEM,0.41586217,0.1789375,256.1765,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,LEM,0.24726127,0.22439316,454.257936,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,LEM,0.23863453,0.20998816,926.443375,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,LEM,0.23593371,0.39195402,883.911495,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,LEM,0.24354989,0.22556132,1598.37697,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KRU,LEM,0.31253517,0.33221445,1516.93094,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LAU,LEM,0.30882933,0.24504477,1179.51373,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,LJU,0.2804749,0.21896599,2125.96692,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,LJU,0.14313259,0.23097948,1326.34437,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,LJU,0.16151461,0.19743454,1610.84888,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,LJU,0.30110017,0.21472473,1576.96534,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,LJU,0.18266645,0.26160182,1508.45639,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,LJU,0.31927765,0.27084259,288.971113,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,LJU,0.36689946,0.3434456,1474.668,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,LJU,0.25826484,0.2406445,1303.91534,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,LJU,0.20448137,0.22912146,1935.68436,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,LJU,0.32634524,0.24188694,1704.86672,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,LJU,0.41966389,0.22291801,2413.36965,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,LJU,0.15609576,0.29320865,1694.80149,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,LJU,0.12464464,0.41368099,1233.11724,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,LJU,0.1598546,0.21811648,884.75603,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,LJU,0.16818394,0.27097536,611.428958,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,LJU,0.18723996,0.25891186,1457.19375,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,LJU,0.39595651,0.23965708,1302.48539,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,LJU,0.1952293,0.29985489,1421.46746,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,LJU,0.30661931,0.219683,703.791005,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,LJU,0.17787156,0.22836903,1031.46329,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,LJU,0.19128285,0.22449043,1356.23449,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,LJU,0.17222605,0.426182,1026.26377,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,LJU,0.15040499,0.23730661,2013.90171,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KRU,LJU,0.22823152,0.36876199,1817.03719,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LAU,LJU,0.19617573,0.23330092,463.583531,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LEM,LJU,0.27987879,0.23197801,951.713661,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,MAR,0.27872285,0.29117362,1627.01453,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,MAR,0.15098162,0.251065,830.556652,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,MAR,0.1196959,0.2209465,1132.7965,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,MAR,0.32926039,0.24795598,1068.6397,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,MAR,0.20676875,0.25674547,999.655462,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,MAR,0.30991658,0.27115929,224.571256,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,MAR,0.29152576,0.35150836,976.183846,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,MAR,0.22317623,0.26449586,826.566141,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,MAR,0.17761115,0.27919397,1438.07836,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,MAR,0.26532167,0.28500261,1225.25865,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,MAR,0.35127135,0.23990162,1911.63676,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,MAR,0.11533606,0.31329376,1394.7219,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,MAR,0.18162149,0.4670139,923.647419,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,MAR,0.13294219,0.27399447,452.785248,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,MAR,0.11539325,0.25586196,866.26275,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,MAR,0.13517685,0.25292584,1027.29771,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,MAR,0.41195193,0.27050675,1056.95982,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,MAR,0.18569949,0.31603074,1118.79483,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,MAR,0.33306882,0.23878171,197.84801,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,MAR,0.14360555,0.22719137,570.444606,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,MAR,0.16143444,0.24129203,985.015148,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,MAR,0.12715732,0.51936575,757.988636,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,MAR,0.16138571,0.26719634,1680.45223,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KRU,MAR,0.23387939,0.40361847,1530.31068,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LAU,MAR,0.19592654,0.26881609,745.544877,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LEM,MAR,0.22183869,0.23720288,452.87944,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LJU,MAR,0.20245707,0.24308828,509.163878,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,MIN,0.38510695,0.25140357,628.790892,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,MIN,0.37049667,0.24232877,1568.55933,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,MIN,0.36159042,0.17767414,924.779795,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,MIN,0.4939117,0.19871866,1271.85056,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,MIN,0.39455325,0.22508277,1291.50835,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,MIN,0.52529482,0.25305639,2265.30008,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,MIN,0.29926024,0.31126053,1479.20955,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,MIN,0.41047707,0.18966259,1226.6237,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,MIN,0.3667414,0.24429725,735.654652,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,MIN,0.3130656,0.24729867,1588.76591,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,MIN,0.29939944,0.21055579,589.950677,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,MIN,0.39675744,0.29049101,2461.19225,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,MIN,0.36883786,0.42802526,2274.06536,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,MIN,0.34399751,0.26031999,1975.45881,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,MIN,0.38033029,0.27483882,2894.2605,jby,
