From	To	Gst.plant	Gst.insect	geo
CAP	RIE	0.313497674148008	0.240313449910518	1069.53616133043
CAS	RIE	0.165328512735247	0.240111375492649	222.884572167639
CUE	RIE	0.193192159168371	0.219259885705485	1267.0217949429
DES	RIE	0.338652817111228	0.299142402095951	731.66651788357
DIO	RIE	0.317777976373172	0.433101272952299	779.845059027009
DIP	RIE	0.265321517167689	0.288711626840828	938.740343648631
DZE	RIE	0.317427379366936	0.278227511425843	1797.29705319539
GJE	RIE	0.31381010121307	0.245659634822797	381.734484411123
HAJ	RIE	0.535048747353522	0.262817306788238	906.453164224877
HOD	RIE	0.322012712919479	0.299700855661118	730.622547420894
HOL	RIE	0.432191507728617	0.220743799334924	1230.46116692975
HOS	RIE	0.296189166177614	0.232801823306462	799.048412538663
KBA	RIE	0.334162050705241	0.220807448221821	577.399992894308
KET	RIE	0.285694102967536	0.427297765319227	955.501475849467
KOZ	RIE	0.312291514634441	0.272337460390102	706.030223684989
KRU	RIE	0.376425935143509	0.35128699465529	813.594379408834
LAU	RIE	0.322368552549463	0.286214495383732	1777.61409460087
LEM	RIE	0.411523822382932	0.234734956321782	1113.62735869801
LJU	RIE	0.330025885154841	0.266273456305064	1823.2229100336
MAR	RIE	0.275955942096695	0.255163082692262	1367.68760665468
MIN	RIE	0.318537027261732	0.265432869198589	1767.27663015737
MON	RIE	0.293039442211325	0.281634122159678	597.65997793303
ASP	RIL	0.285846594544794	0.264728653672609	1987.41948537269
BAL	RIL	0.163983291420751	0.306196590715437	1215.14695934384
BAZ	RIL	0.145978014047259	0.244374543981937	1930.6371058259
BDL	RIL	0.319271351454851	0.261024821162797	1407.96701707018
BEG	RIL	0.198942571918946	0.288019000970661	1423.47608920126
BOK	RIL	0.304922126691149	0.282320117473855	1731.14587621873
BOL	RIL	0.338571506545342	0.327715186553503	1221.14193271649
BOV	RIL	0.185602849651504	0.282967644819202	1811.44830813243
CAP	RIL	0.174392308376459	0.270494927558809	1903.63399521181
CAS	RIL	0.304933820043647	0.303945671860359	1031.58997543802
CUE	RIL	0.389250815669992	0.271426722573813	2115.69545105863
DES	RIL	0.116289657280944	0.278839368049187	250.203418897168
DIO	RIL	0.162206088106941	0.444059850988428	722.040508891608
DIP	RIL	0.13439214335398	0.29495235213316	1215.73623477875
DZE	RIL	0.12423289756011	0.265096069216062	1625.37322092988
GJE	RIL	0.104359854874387	0.313395335593671	804.128372435785
HAJ	RIL	0.355741300480877	0.289799725377543	632.650685678567
HOD	RIL	0.161840049976166	0.325807245613727	526.310082418235
HOL	RIL	0.272455263873478	0.239039172818477	1602.80830538171
HOS	RIL	0.152887550411572	0.281508715854671	1170.82799786098
KBA	RIL	0.132403284516135	0.235412969947764	694.344390162361
KET	RIL	0.140551663932012	0.454791505319494	912.214924558901
KOZ	RIL	0.150500281436793	0.275478760023999	206.971783263866
KRU	RIL	0.192754783262474	0.313493138117632	116.433509943525
LAU	RIL	0.183955275554577	0.274327942006385	1678.49175007424
LEM	RIL	0.249399429737547	0.282447150133269	1619.98881171209
LJU	RIL	0.157835246550508	0.277788167967038	1933.30103428634
MAR	RIL	0.109145390441252	0.326360259530921	1644.57789253604
MIN	RIL	0.383195817578331	0.294334372322353	2616.0778856385
MON	RIL	0.150891792655149	0.272731416075276	1336.53629614624
RIE	RIL	0.32607206442962	0.290388164926465	851.783399095456
ASP	RUC	0.274058266924504	0.285867420056149	1315.1837730729
BAL	RUC	0.137821388116107	0.267973485653709	386.296584232646
BAZ	RUC	0.166872053308724	0.244897610358348	1123.52889336448
BDL	RUC	0.324240425936081	0.247856819457825	647.801025914473
BEG	RUC	0.17967689332283	0.249549658531996	637.781361629256
BOK	RUC	0.326303208596261	0.321239898079334	1094.29189103431
BOL	RUC	0.364201123461703	0.319724796769016	440.586522950469
BOV	RUC	0.252539128683944	0.266192727536726	972.861123073048
CAP	RUC	0.202242161842543	0.309343134131078	1183.41622338803
CAS	RUC	0.280672835046225	0.309417124400314	439.942220967545
CUE	RUC	0.367701726788487	0.248954966702945	1521.50330367895
DES	RUC	0.167914921024599	0.333959912473	614.665063602636
DIO	RUC	0.1667513262543	0.482812057169094	370.873112341739
DIP	RUC	0.157953554248591	0.303676761069448	486.14871312243
DZE	RUC	0.159878418001469	0.30581956461544	1326.59152746503
GJE	RUC	0.156827886140193	0.303070730608503	96.9582070281746
HAJ	RUC	0.3865682367566	0.308937593359209	551.090202180291
HOD	RUC	0.152221538689591	0.335480218798074	433.239092577829
HOL	RUC	0.284161108643507	0.255401903370023	832.242511571285
HOS	RUC	0.176740805912599	0.285053973652269	374.830619091977
KBA	RUC	0.180351799677409	0.216164476198019	195.77822220258
KET	RUC	0.169830176686752	0.487505262374769	499.749128281582
KOZ	RUC	0.178429489925418	0.321591329872667	805.389965215981
KRU	RUC	0.203520272168374	0.408682247447355	748.695131794781
LAU	RUC	0.21254571236768	0.321409527243586	1301.95730403704
LEM	RUC	0.281761778061858	0.267877714876643	793.084594809781
LJU	RUC	0.155255903701757	0.309851847347785	1360.60218669401
MAR	RUC	0.167561706259038	0.337267936590109	935.389946110663
MIN	RUC	0.412931148003008	0.294081153820613	1919.07085390039
MON	RUC	0.151782889446938	0.282501712162187	556.05430731515
RIE	RUC	0.321366513271204	0.291436819389834	476.505201476132
RIL	RUC	0.149120859647377	0.330451049896511	841.931941305772
ASP	SCA	0.273350614140182	0.240374080202207	456.916869491973
BAL	SCA	0.20113619215872	0.254750033313608	590.031292207061
BAZ	SCA	0.177893512892223	0.225225972867367	574.785737434868
BDL	SCA	0.309591108452249	0.229708785193833	284.299815646105
BEG	SCA	0.198930109965831	0.227249889785843	347.98445497131
BOK	SCA	0.359044950783603	0.283715569750658	1567.95703451912
BOL	SCA	0.295679392125856	0.307594234967671	456.370741170571
BOV	SCA	0.261598613762638	0.252531239697432	711.428515480811
CAP	SCA	0.229318619648067	0.282033225855388	375.911104068955
CAS	SCA	0.260124077777787	0.259724980127355	506.689543448646
CUE	SCA	0.341409356189162	0.251095295756125	655.393000353459
DES	SCA	0.208661981242838	0.305387402686112	1379.81940963385
DIO	SCA	0.194887715481198	0.439474064377299	1238.22126712234
DIP	SCA	0.169379449853451	0.264403660193689	1075.86026464299
DZE	SCA	0.232912887273336	0.287963360677174	2051.12765990787
GJE	SCA	0.210531359883264	0.286012441946719	830.978175943077
HAJ	SCA	0.455032773442465	0.288315813339243	1419.60366486231
HOD	SCA	0.23238311819685	0.324073471580715	1284.3856064615
HOL	SCA	0.298713575780985	0.233283703994569	1154.26320275247
HOS	SCA	0.157034176963914	0.25910376815532	923.772280168973
KBA	SCA	0.228287261928142	0.230116559260359	1058.94927306483
KET	SCA	0.1827873278915	0.468396445322527	1327.31355979852
KOZ	SCA	0.21504646098986	0.281675663732536	1400.77543177393
KRU	SCA	0.234843559330835	0.363729614853293	1483.4588700593
LAU	SCA	0.269564822265338	0.277389076868166	1981.98626562034
LEM	SCA	0.252938607574868	0.22832515662783	925.140709631753
LJU	SCA	0.181926013392081	0.300004815885422	1855.13963643607
MAR	SCA	0.22742658520527	0.275081356205802	1346.03149511664
MIN	SCA	0.38996350795571	0.253729643138676	1082.11336525204
MON	SCA	0.212350735370656	0.263701557762631	376.208790009374
RIE	SCA	0.300117477756826	0.257525063819812	695.08024730029
RIL	SCA	0.226469359617352	0.30187187962481	1536.35635122189
RUC	SCA	0.175970643884778	0.312059077619613	869.076078087838
ASP	TRO	0.412315313377005	0.293553185141316	1355.88519257013
BAL	TRO	0.259635342298126	0.265273393820838	487.476475304548
BAZ	TRO	0.29301885984243	0.24339572595979	923.157931464715
BDL	TRO	0.400425517667661	0.278985577234028	746.141427061236
BEG	TRO	0.262334010191056	0.28993160922052	681.493029241776
BOK	TRO	0.360813241718788	0.317665869260208	551.311006091242
BOL	TRO	0.363911817848459	0.397592828516338	634.937293876305
BOV	TRO	0.265373137833244	0.279537044162246	642.493978447967
CAP	TRO	0.275340207740333	0.294434913658168	1173.7140815148
CAS	TRO	0.363550001220133	0.326320524055185	880.631019335097
CUE	TRO	0.443283254485548	0.267054340849128	1629.81289868422
DES	TRO	0.282448128415935	0.376007828477396	1154.47346503461
DIO	TRO	0.293898987743582	0.514123771800552	710.964099909148
DIP	TRO	0.260799821890825	0.306842332993269	202.456738438029
DZE	TRO	0.311510092685851	0.331554455620632	1058.19369154601
GJE	TRO	0.25958937381176	0.313330598043121	707.458708724752
HAJ	TRO	0.45132008924634	0.322352754687546	883.330294732729
HOD	TRO	0.268712031575948	0.348194438269557	893.003300402988
HOL	TRO	0.32325158616105	0.271361377509271	210.136359004074
HOS	TRO	0.246324192370045	0.266442868531247	247.337712459511
KBA	TRO	0.268236803734907	0.266036662518003	712.778890554802
KET	TRO	0.264964638759482	0.487682393789448	610.402169287267
KOZ	TRO	0.324082218314823	0.331460315564223	1407.41180639237
KRU	TRO	0.268631466632485	0.411595226047081	1293.90636582382
LAU	TRO	0.336006670380823	0.29813110627299	969.055584648372
LEM	TRO	0.344943841409437	0.261371443427604	279.12889640561
LJU	TRO	0.300561541767766	0.293974068594127	840.023701634935
MAR	TRO	0.275346209837274	0.359353287627816	344.924660997232
MIN	TRO	0.44531969193671	0.284936574268718	1844.24944580879
MON	TRO	0.282607953104718	0.310056943719	664.010074730003
RIE	TRO	0.386600696799746	0.31501842588189	1029.26410268372
RIL	TRO	0.244439970339494	0.356885002592896	1402.673473658
RUC	TRO	0.283807491250557	0.359227300342714	622.112772069835
SCA	TRO	0.280225628099395	0.31276126261413	1029.18294995089
ASP	TUL	0.347913941296629	0.268505925569843	2179.91553611193
BAL	TUL	0.268498804293255	0.298398434781875	1363.20756378626
BAZ	TUL	0.227999380775855	0.233560611877716	2092.24475774952
BDL	TUL	0.354268591081115	0.242097074066243	1579.95226693574
BEG	TUL	0.302663166434301	0.262264510524379	1589.32472990035
BOK	TUL	0.424855266515737	0.278183230953622	1760.57359311541
BOL	TUL	0.36683186303464	0.338866113362761	1385.62706238467
BOV	TUL	0.302944087709687	0.268937884960265	1951.62222983984
CAP	TUL	0.290500445505849	0.270985260616692	2088.10436928266
CAS	TUL	0.378132305709589	0.305747445999294	1219.17306682388
CUE	TUL	0.445774681404164	0.242479700986639	2317.40147941731
DES	TUL	0.22498815117184	0.265550078667149	365.661110785894
DIO	TUL	0.230576306373385	0.439998443602859	784.493022228401
DIP	TUL	0.235913105708906	0.284562453960769	1295.48132119396
DZE	TUL	0.233700013912566	0.248885404392614	1568.15784831529
GJE	TUL	0.230860314495044	0.290934553171368	957.552765473114
HAJ	TUL	0.443840393048398	0.253734049796842	647.328217199045
HOD	TUL	0.292558580633343	0.31371498330575	598.944636911692
HOL	TUL	0.358008902704525	0.233659310755579	1682.09559135247
HOS	TUL	0.287879578948165	0.266730722310594	1274.41520034309
KBA	TUL	0.224754922825558	0.22730639580989	808.745322207385
KET	TUL	0.273771318984862	0.44202720065932	945.332719959637
KOZ	TUL	0.249731498098548	0.240804780525394	412.762654156778
KRU	TUL	0.249465743106677	0.306602630923459	243.020543474214
LAU	TUL	0.358157940595992	0.26477255404162	1638.44956964435
LEM	TUL	0.282968648985145	0.256916467502425	1728.57183160474
LJU	TUL	0.267767031076362	0.26231000408411	1937.43888049656
MAR	TUL	0.256299132978516	0.283329068744218	1699.98753950251
MIN	TUL	0.418743894521924	0.267795142704082	2807.63710572799
MON	TUL	0.247647752931151	0.293229915295601	1502.77036573629
RIE	TUL	0.361809333401763	0.279046776103885	1050.73729992462
RIL	TUL	0.203288961794852	0.25976243235935	211.113600993623
RUC	TUL	0.257367308806521	0.32344191156714	979.526446994241
SCA	TUL	0.299168781300367	0.292421058820488	1725.79531522075
TRO	TUL	0.347271267288124	0.318789890776392	1491.68038024422
ASP	VIV	0.253313846410091	0.212819236754459	792.60533180149
BAL	VIV	0.227669983136978	0.18986591773757	250.933961222977
BAZ	VIV	0.201994719741594	0.187895021215421	675.750355958498
BDL	VIV	0.367886718910174	0.197122985568484	142.199928249685
BEG	VIV	0.228428988216905	0.190166590543157	175.203956250026
BOK	VIV	0.419570297616381	0.264095041599516	1280.820159708
BOL	VIV	0.240191712042365	0.294578400624797	104.14978954175
BOV	VIV	0.319786440301874	0.19176534389556	647.375221961468
CAP	VIV	0.232080294209242	0.227183336675393	663.647573787562
CAS	VIV	0.179961884070334	0.231728536341523	278.343086187805
CUE	VIV	0.219277793497387	0.164178972646074	1010.76261960105
DES	VIV	0.295385480418822	0.273860624749275	1079.83339161609
DIO	VIV	0.262410807286673	0.439217628254234	887.71633076276
DIP	VIV	0.205232209541186	0.245626163287861	740.665333223235
DZE	VIV	0.298390540416613	0.236698980538862	1711.83719006045
GJE	VIV	0.260259727614739	0.242878673868565	499.650187990024
HAJ	VIV	0.485338642097768	0.252720786800691	1073.47675939794
HOD	VIV	0.280363725874178	0.268204142241727	949.887154159886
HOL	VIV	0.363519182171776	0.201746339242053	890.287238559918
HOS	VIV	0.262891896970234	0.209189747966279	584.186669050447
KBA	VIV	0.282082144049951	0.180276157069865	717.110620536925
KET	VIV	0.244297481755331	0.430288838755561	971.621736753407
KOZ	VIV	0.273277406678847	0.240352042319731	1162.00831821547
KRU	VIV	0.324690680725071	0.343175169013431	1196.97187743026
LAU	VIV	0.260057299105795	0.239217979399094	1651.43516843414
LEM	VIV	0.365172252999507	0.217238984970931	703.242029223912
LJU	VIV	0.292885486040009	0.227083375836584	1569.69448014386
MAR	VIV	0.248813019473854	0.253974947922731	1067.68651753949
MIN	VIV	0.296454571029088	0.224469751192982	1398.55255520561
MON	VIV	0.212657028808281	0.239657345541065	102.35484839252
RIE	VIV	0.165349253951264	0.222771480487407	500.909692949816
RIL	VIV	0.260141503563575	0.271849771790858	1266.06196350491
RUC	VIV	0.274024877540053	0.254355155950711	522.941027914583
SCA	VIV	0.252772864360047	0.24217091382687	355.704519609124
TRO	VIV	0.36280466751297	0.277497709164136	729.776363511697
TUL	VIV	0.296322166458852	0.254299703431141	1439.36555314197
ASP	VRH	0.356007224151379	0.240018364117661	1239.58109711315
BAL	VRH	0.274422403751539	0.224207679204879	402.572564474885
BAZ	VRH	0.304577999105823	0.192357241909256	1111.63540714772
BDL	VRH	0.442071486698189	0.206500086407632	600.256144882638
BEG	VRH	0.292450698821649	0.201013421050613	607.06397889248
BOK	VRH	0.461064075849618	0.266996480957497	1232.39697291869
BOL	VRH	0.391382502874013	0.313083842088808	403.399258356484
BOV	VRH	0.333402118007543	0.217983661314235	1000.43852444231
CAP	VRH	0.332255335188148	0.229924470689892	1123.74710853156
CAS	VRH	0.332431149679979	0.243275462948432	313.37740115731
CUE	VRH	0.414891488793206	0.213551866455886	1426.64979240694
DES	VRH	0.304555551679527	0.272043532707841	619.483478880059
DIO	VRH	0.320644498003917	0.414764518227242	487.812816490391
DIP	VRH	0.279011739258686	0.234867086888754	621.971983593021
DZE	VRH	0.324531130615175	0.271917369828116	1473.66509038433
GJE	VRH	0.266593973483629	0.215062873847619	57.9838760912808
HAJ	VRH	0.459142597328267	0.230746116788735	648.542621016919
HOD	VRH	0.296936463289426	0.290696429537457	500.628037197744
HOL	VRH	0.31081580537888	0.200151719980964	946.180835507212
HOS	VRH	0.324788012147491	0.223006320683203	494.884573831262
KBA	VRH	0.295702829553692	0.18870889729068	288.5102387159
KET	VRH	0.308125009570136	0.425046795733774	639.999173996223
KOZ	VRH	0.329841151489146	0.23766787414975	748.017272083027
KRU	VRH	0.34064241169747	0.334616081293138	741.740726644935
LAU	VRH	0.348327608604351	0.28567871665121	1450.46528278905
LEM	VRH	0.415914515095049	0.224657884848316	874.629565138088
LJU	VRH	0.320183554192555	0.219198634379859	1502.81128406111
MAR	VRH	0.313867894212458	0.266483150663529	1064.21024193125
MIN	VRH	0.496815655281512	0.231189595045265	1856.23086177905
MON	VRH	0.302170635940727	0.245328648119774	520.529295663923
RIE	VRH	0.345924924624614	0.248314917360508	327.986308609452
RIL	VRH	0.302877395617162	0.278862771225119	820.238626350494
RUC	VRH	0.271313185927421	0.264298463263067	148.614123498586
SCA	VRH	0.319914692035747	0.25343477949914	784.741274499386
TRO	VRH	0.371235417230158	0.30841716597856	737.81725737815
TUL	VRH	0.34832310816718	0.265426417046583	982.263160321641
VIV	VRH	0.295140170297079	0.21051169142988	462.409231957445
ASP	WOL	0.277654491229753	0.248248668092401	1112.91412434101
BAL	WOL	0.148209356017773	0.259058629084873	134.957747481757
BAZ	WOL	0.200169703830848	0.222031400221117	807.584296249368
BDL	WOL	0.343914373932925	0.226762906582033	442.641603270402
BEG	WOL	0.178679409417104	0.256126085391019	396.074136191896
BOK	WOL	0.339482931583368	0.296291387922236	911.392228807214
BOL	WOL	0.333142089902388	0.339284203608513	283.661683357091
BOV	WOL	0.205012656929621	0.22728647856334	619.2874065628
CAP	WOL	0.152665210564656	0.255189105702179	950.395785210778
CAS	WOL	0.27042085479015	0.279974888164298	516.972550496032
CUE	WOL	0.364995720352842	0.240752529633416	1362.26293007634
DES	WOL	0.140921416728088	0.311051041711059	971.833198906138
DIO	WOL	0.177279513625762	0.484880572977413	630.254877930572
DIP	WOL	0.129527644190959	0.296015852450784	355.783219886834
DZE	WOL	0.151699447348449	0.26203637813929	1330.07398609531
GJE	WOL	0.156962521007455	0.286092684488506	416.226039657079
HAJ	WOL	0.37282382971852	0.297016426741934	826.574553313646
HOD	WOL	0.180917159380376	0.328485563915317	759.262758905427
HOL	WOL	0.297947415996247	0.225270455730243	554.767870954529
HOS	WOL	0.176032414618968	0.266271814947004	201.950793763502
KBA	WOL	0.145795460085257	0.212033266832525	528.000219474387
KET	WOL	0.135517399756896	0.465437616652231	646.775962405365
KOZ	WOL	0.194952356598992	0.330875390264063	1161.31158227619
KRU	WOL	0.216423462369857	0.404513624619185	1107.8260152454
LAU	WOL	0.240120920475439	0.291369228309011	1266.16255077411
LEM	WOL	0.261834499161257	0.243940959007999	448.673305226963
LJU	WOL	0.196370180094711	0.26212748732085	1198.44508493757
MAR	WOL	0.160005858466745	0.305969901485196	709.417824628625
MIN	WOL	0.386963142366297	0.284139817134252	1671.77111490117
MON	WOL	0.139059712490575	0.267192566451712	346.078661656036
RIE	WOL	0.304503404739368	0.262837581327269	679.082158045183
RIL	WOL	0.150870039462032	0.317612321814735	1202.91980435144
RUC	WOL	0.190499496006822	0.268279806377905	361.218959148767
SCA	WOL	0.256672677159936	0.306705442286257	721.830676852696
TRO	WOL	0.261962067919726	0.315769127717973	364.49397928018
TUL	WOL	0.267393541750195	0.310858674924726	1334.36012718075
VIV	WOL	0.251423509863468	0.243640836625123	385.820796631249
VRH	WOL	0.308235142758745	0.246728195813145	426.466438340786
